Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
0110201211,62.6,22.8,28,15.8
0110201212,61.5,24,27.8,16
0110201213,61.8,23.8,26.9,16
0110201214,64.5,22.8,26.8,16.1
0110201215,67.2,21.4,26.1,16.6
0110201216,72.5,17.7,26.4,17
0110201217,74.5,14.8,27,17.1
0110201218,71.5,15.4,26.4,17.3
0110201219,67.3,15.2,26.2,17.9
0110201220,61.3,16.2,24.7,17.1
0110201221,57.8,17,23.4,16
0110201222,53.8,17.9,22.1,15
0110201223,47.3,20,20.9,13.8
0111201200,55.1,19.7,27.1,18.8
0111201201,48.9,22.8,24.3,17.3
0111201202,42.4,23.6,23.1,16.3
0111201203,40.4,22.9,21.9,15.7
0111201204,41.6,21.5,21.2,15.4
0111201205,50,18.1,21.5,15.3
0111201206,68.2,13.9,24.3,16.7
0111201207,82.6,11.1,26.7,17
0111201208,83.1,11.5,28.2,16.8
0111201209,79.8,14.1,28.7,16.3
0111201210,75.7,17.1,28.5,15.9
0111201211,73.7,19.2,28.9,15.5
0111201212,73,20.6,28.5,14.6
0111201213,72.9,21,27.6,13.9
0111201214,74.3,19.9,27.1,13.9
0111201215,80.9,16.6,27.7,14.5
0111201216,86.8,13.4,28.1,15.6
0111201217,90.8,11.1,29.9,18.9
0111201218,90,10.2,31.3,19.7
0111201219,84.3,11,33,21.1
0111201220,76.2,13,33.6,22.4
0111201221,70,13.9,32.9,22.3
0111201222,66.6,14.4,32.1,21.9
0111201223,63,15.6,30.5,21.1
0112201200,53.9,26.6,22.5,14.1
0112201201,48.6,28.9,20.6,13.2
0112201202,41.4,29.8,19.2,12.7
0112201203,38.7,31,17.9,12.1
0112201204,39.1,30.2,16.5,11
0112201205,45.2,27.9,16.5,11.3
0112201206,57.4,24.1,17.9,11.9
0112201207,66.8,22,19.3,12.6
0112201208,70.3,20.7,21.4,13.4
0112201209,71.7,21.1,23.6,14.9
0112201210,71.8,22.8,24.7,14.7
0112201211,72.1,23.5,26.5,14.5
0112201212,71,23.8,27.4,14.1
0112201213,70.9,23.6,27.5,13.9
0112201214,73.5,22.7,27.1,14
0112201215,76.7,22,26.1,13.8
0112201216,79.9,21.1,25.5,14.4
0112201217,80.8,20.7,24.9,15.1
0112201218,80,19.8,25.5,15.8
0112201219,75,21.4,25.7,15.7
0112201220,69.3,22.4,25.6,15.8
0112201221,63.5,23.5,24.9,15.8
0112201222,60.4,25.5,23.8,15.1
0112201223,56.9,26.6,22.9,14.1
0101201300,54.2,23.1,27.6,21
0101201301,48.4,26.1,25.3,19.3
0101201302,41.9,27.9,23.6,17.9
0101201303,40.7,27.6,22.5,17.5
0101201304,42.5,27,22.2,17
0101201305,49.6,23.6,22.6,17.5
0101201306,64.3,18.8,24.9,18.4
0101201307,77,15.7,26.8,19.1
0101201308,82.2,14.2,29,20
0101201309,81.6,15,30.9,20.5
0101201310,78.9,17.2,32.1,20.6
0101201311,76.4,19.2,34.5,20.7
0101201312,75.3,19.9,35.9,20.6
0101201313,74.5,20.8,35.4,20.1
0101201314,73.9,21.2,35.1,19.6
0101201315,77.5,18.9,35,20
0101201316,80.6,16.2,34.1,20.6
0101201317,83.8,14.7,32.9,21.9
0101201318,82.8,15.2,33,22.9
0101201319,77.5,16.6,33.1,23.1
0101201320,69.6,18.7,33.2,23.7
0101201321,65.3,19.2,32.4,23.7
0101201322,63.9,19.3,31.8,23.1
0101201323,58.9,21.1,29.4,21.9
0102201300,48.5,31.5,27.7,21
0102201301,41.3,33.8,25.2,20.1
0102201302,37.3,34.8,23.7,18.5
0102201303,36.2,34.3,22.4,17.6
0102201304,38.6,32.1,22.6,18.1
0102201305,46.8,27.9,24,18.4
0102201306,62.9,22.5,26,19.7
0102201307,77.3,19.2,28.8,20.8
0102201308,79.5,19.4,31.2,21.3
0102201309,77.6,22.1,35.2,22.2
0102201310,73.6,26,37.3,22.6
0102201311,69.4,28.7,38.7,22.5
0102201312,67.2,31.3,38,21.5
0102201313,66.3,32.5,36.8,21.1
0102201314,67.7,31,36.3,21.5
0102201315,72,29.1,36.5,21.7
0102201316,77.1,26.2,35.5,21.4
0102201317,80.9,22.6,35.2,22.2
0102201318,81.6,21.3,35.4,23.2
0102201319,77.9,21.8,36.2,23.9
0102201320,69.2,24.6,34.8,23.6
0102201321,63.2,26.5,33.2,23.6
0102201322,60.3,27.8,31.5,23.1
0102201323,54.1,29.5,29.6,21.6
0103201300,56.2,36.1,33.3,24.9
0103201301,47.8,37.5,31.9,24.4
0103201302,43.6,37.4,30.8,24.5
0103201303,43.1,35.3,30.2,24.3
0103201304,45.3,33.2,30.3,24.9
0103201305,53.3,29.6,32.2,26.6
0103201306,68.6,26.1,35.1,28.2
0103201307,77,26.5,37.8,28
0103201308,74.7,30.6,41,28.1
0103201309,73,34.4,43.5,28.2
0103201310,69.7,37.7,43.3,26.5
0103201311,68.7,39.6,41.5,25.7
0103201312,68.8,41,40.2,23.8
0103201313,68.8,41.4,39.4,23.3
0103201314,69.7,42,38.2,22.3
0103201315,71.4,42.2,36.6,21.4
0103201316,74.8,40,35.4,21.7
0103201317,78.3,36.4,35.3,22.4
0103201318,80.4,33.2,35.1,23.4
0103201319,77.3,31.7,35.4,24.1
0103201320,72.1,30.1,35.9,25.5
0103201321,66.9,31,35.4,25.9
0103201322,64.3,32.9,35.6,25.7
0103201323,59.4,34.5,34.8,25.7
0104201300,41.8,46.1,26,16.6
0104201301,36.7,47.9,24.8,16.1
0104201302,34.7,47.7,24,15.1
0104201303,36.6,44.4,24.2,15.4
0104201304,46.1,37.2,25.7,16.7
0104201305,63.7,28.5,29.9,19.5
0104201306,72.1,28.2,32.8,20.5
0104201307,68.2,35.1,35.2,20.6
0104201308,64,42.3,35.9,19.6
0104201309,61,47.1,34.3,18.9
0104201310,59.7,51.1,33.4,18.6
0104201311,59,53,32.7,17.5
0104201312,58,54.7,31.2,16.5
0104201313,57.5,56.7,30.2,15.9
0104201314,58.9,56.8,28.8,15.3
0104201315,59.5,56.4,28.9,15.2
0104201316,60.9,55,28.3,15.8
0104201317,64.2,52.5,28.5,17
0104201318,63.8,48.2,28.5,16.9
0104201319,61.5,44,28,16.7
0104201320,58.5,42.1,28,17.1
0104201321,57.9,41.9,28.3,17.6
0104201322,54.1,42.1,28.3,17.7
0104201323,48.5,42.8,27.4,17.1
0105201300,45.4,41.2,22.5,14.9
0105201301,40.1,41.9,21.1,14.8
0105201302,37.3,39.8,20.1,13.9
0105201303,39,38,20.3,13.5
0105201304,48.2,31.3,21.9,14.5
0105201305,62.6,26.9,25.8,15.9
0105201306,69.5,28.1,28.6,16.8
0105201307,66.9,32.1,28.8,15.9
0105201308,63.9,37.1,27.4,15
0105201309,61.3,41.3,25.9,13.8
0105201310,59.5,44.7,25.7,13.1
0105201311,58.9,47,24.8,12.9
0105201312,59.3,48.2,25.2,13.1
0105201313,59.5,49.5,25.5,13.2
0105201314,60.9,50,25.3,12.9
0105201315,61.1,50.3,24.6,12.9
0105201316,61.4,50,24.6,13.5
0105201317,61.6,50.8,23.6,12.9
0105201318,61.2,48.6,24.3,14.1
0105201319,60.2,43.9,24,15.2
0105201320,60.7,40.6,23.7,15.3
0105201321,59.6,39.8,23.8,15.7
0105201322,58.3,38.6,23.6,15.6
0105201323,53.2,38.2,23.2,15.3
0106201300,36.1,32.9,19.8,12.5
0106201301,31.7,34,18.9,12
0106201302,28.6,33.7,18,11.6
0106201303,30.7,31.3,17.8,11.7
0106201304,37.9,27.2,19.1,12.6
0106201305,49.5,24,22.4,13.4
0106201306,57.2,23.2,24.1,13.7
0106201307,57.2,24.9,26.5,14.2
0106201308,56.7,27,27.9,14.5
0106201309,55.1,29.6,27,14.4
0106201310,54.6,31.4,27.4,14.3
0106201311,54.5,33.4,27.9,14.3
0106201312,55.3,34.7,27.4,14.3
0106201313,56.5,35.8,27.9,14.3
0106201314,57.8,37.2,27.9,14
0106201315,56.8,38.8,26.5,13.5
0106201316,56.7,39.4,24.7,13
0106201317,56,39.3,23.9,12.8
0106201318,53.8,37.9,22.9,13.3
0106201319,50.8,35.8,22.5,13.1
0106201320,49.4,32.1,22.3,13.1
0106201321,49.8,29.2,22.1,13.7
0106201322,47.4,28.3,21.8,13.7
0106201323,42,30.2,21,13.1
0107201300,42.1,31.5,24.4,15.9
0107201301,37.8,30.8,23.2,15.3
0107201302,34.4,29,22.7,15
0107201303,35.3,26.8,22.8,14.6
0107201304,43.4,21.1,24.1,15.2
0107201305,56,17.4,28,17.1
0107201306,63.6,18.5,30.6,17.9
0107201307,64.9,21.7,32.3,17.4
0107201308,66.9,24.9,33.6,16.8
0107201309,64.2,29.5,32.2,15.8
0107201310,60.3,34,32.1,15.1
0107201311,59.6,38.5,30,14.9
0107201312,60,43.9,29.3,14.8
0107201313,59.7,47.6,30.6,15.2
0107201314,61.3,49.5,29.5,15
0107201315,60.3,51.4,29.3,15.1
0107201316,61,50.7,28.5,15.4
0107201317,61.4,49.4,28.2,15.4
0107201318,57,47.5,26.8,15.3
0107201319,55.6,41.5,26.5,15.7
0107201320,54.4,36.7,26.4,16.4
0107201321,54.6,32.4,26.8,16.9
0107201322,53.1,30.5,27,17.1
0107201323,49,29.8,26.2,16.7
0108201300,42.4,22.6,22.3,13
0108201301,37.8,23.6,21.2,12.4
0108201302,33.4,23.5,21.1,12.4
0108201303,32.8,22.8,21.2,12.7
0108201304,38.9,18.7,22.5,13.7
0108201305,51.7,13.9,26.7,15.7
0108201306,58.5,13.9,29,16.1
0108201307,57.7,16.8,29.4,15.2
0108201308,56.8,20.9,28.3,14.3
0108201309,55,25.9,27,13.5
0108201310,53.7,30.6,27.1,13.2
0108201311,54.1,35,26.1,12.5
0108201312,54.2,38.3,25.4,12.1
0108201313,55.4,41.2,24.7,11.7
0108201314,57.6,42.2,25.1,11.8
0108201315,59.4,42.8,25.1,12.4
0108201316,60.5,43.5,25.7,13.1
0108201317,60.9,42.3,26.1,12.9
0108201318,59,38.5,25.7,13.2
0108201319,57.7,32.3,25.4,14
0108201320,57.1,25.9,25.1,14.8
0108201321,57.5,23.2,25.3,14.3
0108201322,54.1,21.9,24.8,13.8
0108201323,49.1,21.6,24.1,13.7
0109201300,44.5,15.2,26.8,16.8
0109201301,40.1,17.2,25.2,16.4
0109201302,35.8,16.6,24.8,15.8
0109201303,36.7,14.6,24.6,15.5
0109201304,42.9,11.5,25.1,16.2
0109201305,56.2,7.9,28.9,18.1
0109201306,67.1,6.4,32.6,19
0109201307,68.2,8.2,34.9,19.5
0109201308,66.9,11.2,35.5,19.2
0109201309,64,15.2,34,18.3
0109201310,61.5,19.5,32.7,17
0109201311,61.2,22,31.6,15.9
0109201312,60,24.7,29.4,14.5
0109201313,62,27.2,29,14.1
0109201314,64.1,26.7,29.2,14.8
0109201315,66.3,26.6,28.8,15.4
0109201316,69.2,24.3,28.5,16
0109201317,73,20,29.3,16.7
0109201318,73.2,16,30.1,17.7
0109201319,69.3,13.7,30.5,18.7
0109201320,65.8,11.4,30.7,19.4
0109201321,62.1,10.7,30.5,19.2
0109201322,57,11.5,29.8,18.9
0109201323,51.3,12.5,29.2,18.4
0110201300,36.6,23.9,22.7,12.1
0110201301,32.3,26.3,21,11.2
0110201302,28.5,26.4,20.5,11.2
0110201303,29,26.2,20,10.6
0110201304,35,23.7,20.4,10.9
0110201305,48.5,18.6,23.5,12.7
0110201306,61.1,15.2,27.1,13.7
0110201307,65.3,14.5,28.3,14.3
0110201308,65.6,16,29.4,14.3
0110201309,62,18.9,28.7,13.8
0110201310,58.5,21.3,28.1,12.9
0110201311,56.8,23.6,26.8,11.9
0110201312,56.2,24.4,26.4,11.5
0110201313,55.9,24.7,26,11.2
0110201314,57.4,24.8,25.3,11.2
0110201315,59.6,24.3,25.2,11.6
0110201316,63.7,21.9,25.7,12.3
0110201317,68.2,18.1,27.4,14
0110201318,66.9,17.5,28.3,14.1
0110201319,61.6,18,28.1,14.6
0110201320,54.4,20,27.5,14.1
0110201321,51.4,20.5,26.9,13.9
0110201322,47.3,21,25.2,13.1
0110201323,41.7,22.5,23.9,11.9
0111201300,51.7,14.6,24.8,15.2
0111201301,44.5,18.5,22.4,13.5
0111201302,38.1,20.6,20.2,12.5
0111201303,35.5,21.3,19.2,11.9
0111201304,36.8,20.3,18.2,11.3
0111201305,43.5,17,18.8,11.2
0111201306,57.6,13.3,22.1,12.1
0111201307,70.6,10.1,25.5,13.4
0111201308,73.6,9.9,27.8,14.2
0111201309,72.2,11.6,29.8,14.3
0111201310,69.9,14,30.4,14.3
0111201311,67.4,16.2,29.2,14
0111201312,65.3,18.2,28.4,13
0111201313,64.4,19.2,28,12.7
0111201314,66,18.3,27.8,12.8
0111201315,71.4,15,28.5,13
0111201316,78.2,11.4,29.6,14.2
0111201317,80.2,9.6,30.5,15.8
0111201318,78.8,9.4,32.1,17.9
0111201319,74.6,9.9,32.8,19.2
0111201320,69.6,10,33,20.3
0111201321,65.4,10.2,32.3,20.3
0111201322,62,11.1,30.8,18.9
0111201323,58,12.3,28.5,17.3
0112201300,47,27.6,24.4,14.8
0112201301,41.3,30.5,21.8,13.7
0112201302,34.2,31.9,19.9,12.2
0112201303,32.4,33.2,19,11.5
0112201304,32.9,33.1,18.4,11.1
0112201305,39.8,29.8,19.6,11.1
0112201306,52.4,25.5,21.9,12.2
0112201307,62.5,22.4,24.8,13.3
0112201308,66.6,21.6,26.5,13.8
0112201309,66.9,22.4,28.4,14.1
0112201310,64.8,24.8,28.3,14.4
0112201311,62.4,26.2,28.7,14.3
0112201312,62.1,27,29.2,13.6
0112201313,62.7,26.7,29,13.5
0112201314,65.1,25.7,28.9,14.1
0112201315,69.6,22.3,29.4,15.4
0112201316,74.1,19.3,29.9,16.6
0112201317,75.3,18.3,30.3,17.5
0112201318,74.6,19,29.8,17.6
0112201319,72,20.1,30.2,17.2
0112201320,65.7,21.3,29.5,17.3
0112201321,59.6,23.1,28.2,17.4
0112201322,55.6,24.9,27.6,16.5
0112201323,49.7,27.4,25.5,15.2
0101201400,43.8,31.7,19.7,12.1
0101201401,38.8,34.7,17.7,10.4
0101201402,31.7,35.4,16.9,9.6
0101201403,30.6,35,17.3,9.6
0101201404,32.1,33.8,17.4,9.2
0101201405,40.4,28.9,18.7,10
0101201406,56.1,22.7,20.7,11.1
0101201407,68.9,19.7,21.7,11.5
0101201408,73.7,18.4,22.7,11.6
0101201409,72.2,20.1,23.8,11.2
0101201410,66.8,23.5,23.6,11.4
0101201411,62.7,25.7,24.7,11.4
0101201412,60.1,27.3,25.4,10.8
0101201413,59.1,27.7,25.2,10.2
0101201414,60.9,26.9,25.3,10.5
0101201415,65.8,24.5,24.8,11
0101201416,70.2,22.3,25,12.1
0101201417,73.8,20.3,24.8,13
0101201418,71.1,20.8,24.5,13.7
0101201419,64.8,23.3,24.5,13.6
0101201420,57.7,25.4,24.3,14.4
0101201421,53.1,26.6,23,14
0101201422,51.3,26.7,22.2,13.3
0101201423,46.4,28.2,20.8,12.6
0102201400,36.2,40.2,17.4,7.9
0102201401,29.5,43.1,15.6,7.3
0102201402,22.6,45.2,14.2,6.7
0102201403,21.9,45.4,13.7,5.9
0102201404,25.8,41.6,13.8,6.1
0102201405,34.6,35.2,15.2,6.5
0102201406,52.7,27.3,18.4,7.9
0102201407,64.9,24.1,20.2,8.6
0102201408,64.2,26,20.5,8.4
0102201409,59.8,29.1,22.2,9.1
0102201410,55,33,21.8,8.7
0102201411,51.9,35.7,21.9,8.7
0102201412,50.9,36.4,22.3,8.5
0102201413,50.5,36.9,21.2,8.1
0102201414,52.4,36.4,20.4,8.1
0102201415,56.8,34.3,20.9,8.4
0102201416,59.1,31.8,21.7,9.1
0102201417,64.7,27.3,22.7,10.1
0102201418,64.2,27.2,22.7,10.2
0102201419,59.3,29.6,22,10
0102201420,52.5,31.7,21.6,10.2
0102201421,47.8,33.2,21.1,10.1
0102201422,45.5,34.5,20.8,9.8
0102201423,40.1,36.6,19.6,9
0103201400,60.9,20.6,32.9,24.1
0103201401,54,22,31.2,23.5
0103201402,45.7,22.5,29.9,22.8
0103201403,43.8,22.4,29.3,22.4
0103201404,45,21.5,29.6,22.7
0103201405,52.7,19,30.7,23.1
0103201406,69,14.7,34.7,24.7
0103201407,78.9,13.4,37.9,25.7
0103201408,75.9,16.4,40,25.7
0103201409,71.8,21.9,42.2,25.5
0103201410,68,26.9,41.3,24.6
0103201411,64.4,30.5,39,23.2
0103201412,62.4,34.6,36.9,21.1
0103201413,62.2,36.8,34.7,19.4
0103201414,61.7,37.9,33.2,18.7
0103201415,65.3,36.9,32.8,18.8
0103201416,69.8,33.1,34,19.6
0103201417,77.2,26.9,35.7,21.8
0103201418,86,20.4,38.7,25.6
0103201419,86,18,39.9,27.7
0103201420,78.6,17.5,39.5,29.2
0103201421,73.5,17.7,38.6,28.7
0103201422,70.7,17.6,37.5,27.5
0103201423,66.2,18.1,35.6,25.7
0104201400,48.1,26.4,30.2,21.9
0104201401,44,27.3,29.6,21.8
0104201402,39.8,26.7,28.7,21.3
0104201403,41.6,24.7,28.5,20.9
0104201404,49.2,21,30.3,22.3
0104201405,63.6,17,33.7,24
0104201406,71.1,16.9,35.7,24.6
0104201407,69.7,20.7,36.4,23.8
0104201408,68,25.6,36.7,22.9
0104201409,65.6,29.2,35.6,21.6
0104201410,62.8,33.1,34.3,19.7
0104201411,62.6,35.9,33.4,19
0104201412,61.8,37.7,32,17.7
0104201413,60.9,39.8,30.4,17.2
0104201414,61.1,40.9,29.7,16.8
0104201415,61.5,40.9,28.9,16.7
0104201416,61.7,39.9,27.5,16
0104201417,63.8,37.1,26.8,15.5
0104201418,64.2,34.4,27.1,16.5
0104201419,63.2,29.8,28.4,18.1
0104201420,62.1,27.3,29,19.6
0104201421,63,25,29.9,20.5
0104201422,59.8,23.6,30.4,21.4
0104201423,54.4,24.1,30.3,21.4
0105201400,44.3,35.1,23.8,17.2
0105201401,41.7,33.6,23.1,16.5
0105201402,37.4,32.5,21.9,15.9
0105201403,39,29.6,21.7,15.6
0105201404,46.4,24.5,23.2,16.5
0105201405,59.3,21,25.4,17
0105201406,66.6,23.3,25.4,15.9
0105201407,65.3,27.5,24.9,14.3
0105201408,64.3,31.6,24.6,13
0105201409,62.8,35.8,24,12
0105201410,60.4,38.5,23.5,11.4
0105201411,59.1,41.7,23,10.5
0105201412,59.2,44.1,23,10.7
0105201413,60.1,45.2,23.7,11
0105201414,61.5,45.4,22.5,11
0105201415,61.5,44.8,22,11.3
0105201416,62.6,43.4,22.4,11.4
0105201417,63.5,43.4,22,11.5
0105201418,62.6,42,21.9,11.9
0105201419,59.8,38.8,21.9,12.3
0105201420,59.9,34.7,22.6,13.7
0105201421,58.8,33.1,23.3,14.3
0105201422,57.1,31.3,23.9,15.4
0105201423,51.8,31,24.5,16.7
0106201400,44,28.9,19.2,11.2
0106201401,40.5,28.3,18.5,11.3
0106201402,37.3,26.8,19,11.2
0106201403,39.5,22.4,19,11.5
0106201404,46.4,17.9,20.6,12.3
0106201405,57.8,16.6,23.4,14.1
0106201406,64.6,18.8,24.6,14.4
0106201407,62.9,22.4,24.5,13.1
0106201408,62.7,27,24.3,11.9
0106201409,60.6,30.6,24.1,11.1
0106201410,59.1,32.8,23.4,10.9
0106201411,58.4,35.7,22.9,10.5
0106201412,58.8,38.3,22.7,10.5
0106201413,59,40.2,23.1,11.2
0106201414,60.2,41.7,22.6,10.8
0106201415,60.8,42.5,23,10.7
0106201416,60.5,42.6,22.3,10.7
0106201417,59.6,42.7,21.8,10.9
0106201418,57.4,41.6,22,11
0106201419,52.8,39.6,21.2,11.3
0106201420,52.5,35.9,21.1,11.8
0106201421,53.5,31.9,21,11.7
0106201422,52.4,28.4,20.9,12
0106201423,48.8,27.1,19.9,11.7
0107201400,35.6,28.6,19.3,12.1
0107201401,33.2,28,18.9,11.7
0107201402,29.6,28,18.2,11.6
0107201403,29.9,26.5,17.9,11.5
0107201404,37.3,21,19.4,12.4
0107201405,48.5,17.2,22.2,14
0107201406,55.4,17.4,23.8,14.2
0107201407,55.3,19.9,23.9,13.5
0107201408,55,22.8,24.8,13.1
0107201409,54.8,26.8,24.2,12.6
0107201410,55.3,29.8,24.4,13
0107201411,56.6,33.6,24.8,13
0107201412,57.4,36.9,25.5,13.1
0107201413,58.7,39.4,25.5,13.5
0107201414,59.6,40.6,25.7,13.8
0107201415,60.3,41.3,25.3,14
0107201416,60.2,40.9,24.6,13.7
0107201417,59.6,40.2,23.7,13.5
0107201418,56.7,39.1,24.4,13.1
0107201419,53.5,35.3,24.1,12.9
0107201420,49.4,32.4,23.2,13
0107201421,48.1,29.6,22.2,13.1
0107201422,45.8,28.6,21.5,12.9
0107201423,42.1,27.8,20.7,12.3
0108201400,33.8,31,16.2,8.9
0108201401,31.5,30.2,14.8,8.1
0108201402,28.4,29.6,14.3,8.2
0108201403,29.5,27.1,14.8,8.5
0108201404,36.4,21.9,15.9,9.1
0108201405,47.8,17.7,19.3,10.7
0108201406,53.5,18.1,21.3,10.9
0108201407,51.4,21.3,21.2,11.2
0108201408,49.1,25.2,21,9.7
0108201409,47.1,28.8,19.1,9
0108201410,46.2,31.5,18.7,8.8
0108201411,46.2,33.9,18.5,8.4
0108201412,46.6,35.8,19,9
0108201413,47.9,37.6,19.4,9.6
0108201414,49.3,38.1,18.6,9.6
0108201415,49.4,37.7,18.6,8.9
0108201416,50,37.1,18.7,9.7
0108201417,51.5,35.8,18.6,10.1
0108201418,52.4,33.2,19.2,10.4
0108201419,52.2,30.7,19.5,10.4
0108201420,52.5,27.2,20.1,11.2
0108201421,50.5,26,20.1,11.6
0108201422,46.5,25.9,19,10.7
0108201423,41.2,27.1,17.7,10
0109201400,47.9,20.4,33.5,27.3
0109201401,43.4,20.2,32.6,26.7
0109201402,40.4,19.5,31.8,25.9
0109201403,40.9,17.6,31.7,25.7
0109201404,46.9,13.9,32.6,26.7
0109201405,58.9,9.7,36.1,28.6
0109201406,68.4,8.4,39.5,28.9
0109201407,70.7,9.5,41.1,28.4
0109201408,71.2,12.8,41.1,27.2
0109201409,69.8,17.5,39.6,25.2
0109201410,67.1,22.1,37.5,23.2
0109201411,66.2,26.1,35.9,22
0109201412,65.6,29.6,34.3,20.6
0109201413,65.9,32.9,33.6,20.2
0109201414,67.3,34.8,32.6,20.2
0109201415,70.2,34.2,32.4,19.5
0109201416,72,32.1,33,21.1
0109201417,75,28.3,33.5,21.9
0109201418,78.4,22.6,35.3,24.3
0109201419,75.2,19.6,37.5,27.5
0109201420,69.6,18.8,38.3,29
0109201421,65.6,18,37.9,29.5
0109201422,61,18.8,36.7,28.9
0109201423,55.4,19.5,34.9,27.5
0110201400,39,23,17.7,10.8
0110201401,34.9,24,17,10.5
0110201402,30.8,25.2,16.4,10.2
0110201403,30.6,24.6,16.3,9.8
0110201404,36.6,21.5,17.4,10.8
0110201405,50.9,15.9,20.3,12.4
0110201406,64.5,12.1,24,14
0110201407,69.5,11.4,25.3,14.7
0110201408,68.4,14.6,25.9,14.5
0110201409,63.9,18.6,25.8,12.8
0110201410,60.1,22,25.8,12.9
0110201411,57.7,24.4,24.6,11.8
0110201412,57.9,25.6,24,11.5
0110201413,59,26.6,23.9,12.3
0110201414,60.5,26.3,23.5,12
0110201415,62.9,24.8,23.7,12
0110201416,67.9,21.3,24.4,13.2
0110201417,72.3,16.9,24.8,14.4
0110201418,71.1,15.4,25.9,15.2
0110201419,64.8,16.2,25.6,15.5
0110201420,58.7,16.9,24.2,15.3
0110201421,54.5,18.4,23.1,14.8
0110201422,50.5,19.8,21.5,13.5
0110201423,45.8,21.1,19.5,12.3
0111201400,51.4,15,27.2,20.6
0111201401,47.1,16,25.5,19.7
0111201402,42,16.6,24.1,18.8
0111201403,39.8,16.9,22.8,17.7
0111201404,40.6,16,22.2,17.1
0111201405,47.4,13.2,23.1,17.5
0111201406,61.4,10.2,26.1,18.8
0111201407,71.1,9,28.7,20.6
0111201408,74,9.8,30.7,21.3
0111201409,73.9,11.3,31.9,21
0111201410,71.4,13.2,32,20.4
0111201411,69.5,15.2,31.1,18.8
0111201412,68.8,16.4,30.9,18.2
0111201413,69.4,17.2,30.4,17.6
0111201414,70.7,16.9,30,16.9
0111201415,75.2,14.1,30.6,18.4
0111201416,81.1,10.7,31.7,19.8
0111201417,82.9,8.8,32.4,21.4
0111201418,81.7,8.6,32.7,22.8
0111201419,78.1,8.6,34,24.4
0111201420,71,9.4,34.3,25.9
0111201421,65.3,10.5,33.2,25.2
0111201422,61.3,11.1,31.4,23.5
0111201423,57.2,12.7,29.1,22
0112201400,46.1,26.9,19.3,13
0112201401,39.3,30,17.6,11.7
0112201402,32.4,31.5,16.1,10.9
0112201403,30.1,32.7,15.3,9.9
0112201404,31.3,32.2,15,9.9
0112201405,38.1,28.6,15.6,10.1
0112201406,52.9,23.4,18,11.3
0112201407,65.2,19,19.7,12.7
0112201408,70.3,17.3,21.5,13.3
0112201409,71.4,18,22.8,13.5
0112201410,70.8,19.8,24,13.3
0112201411,69.5,21.5,25.6,13.4
0112201412,67.3,23,26.7,12.8
0112201413,66.2,23.8,26.5,12.1
0112201414,67.4,22,26.1,12.3
0112201415,73.4,18.7,26.1,13.2
0112201416,78.5,16.8,26.9,14.4
0112201417,78.6,16.3,27.2,15.4
0112201418,76.6,16.9,27.1,16
0112201419,72.8,17.5,27,16.5
0112201420,65.7,19.5,25.8,16.1
0112201421,60.2,21.2,24.3,16.1
0112201422,56.7,23,23.1,15.5
0112201423,51.9,24.8,21.5,14.2
0101201500,47.5,29.8,20.5,13.3
0101201501,43.3,32.4,18.6,12.1
0101201502,35.8,34.3,17.3,11.3
0101201503,34,35,16.5,10.4
0101201504,36.3,33.8,16.2,10.2
0101201505,44.1,29.9,17.1,10.6
0101201506,61.4,22.7,19.6,11.6
0101201507,74.8,18.7,21.4,12.9
0101201508,82,16.4,23.5,14.2
0101201509,82,17.1,26.4,15
0101201510,75.7,19.9,27.5,14.8
0101201511,70.2,22.2,30,14.3
0101201512,67.4,23.3,31.1,14.1
0101201513,65.6,24.5,30.4,13.3
0101201514,65.7,24.6,29.2,13
0101201515,70,22.4,28.7,13.4
0101201516,74.8,18.8,28.1,14.1
0101201517,79.4,16.9,27.9,14.6
0101201518,80.2,16,28,15.6
0101201519,75,17.9,27.8,16.3
0101201520,66.7,20.7,26.8,15.8
0101201521,61.5,22.8,25,15.4
0101201522,58.6,24.3,23.8,14.7
0101201523,53.4,26.6,21.9,13.7
0102201500,51.1,24.5,24.2,16
0102201501,45.8,27,22.3,15.5
0102201502,40.7,28.6,20.7,15.1
0102201503,37.9,29.6,20.4,15
0102201504,39.3,28.1,20.4,14.9
0102201505,47.2,23.3,21.4,15
0102201506,65.3,16,24.1,15.9
0102201507,78.6,12.8,26.5,17
0102201508,79.8,13.6,28.2,17.2
0102201509,75.6,17.8,30.3,16.3
0102201510,69,22.8,32.4,15.2
0102201511,65.6,25.6,33.9,14.4
0102201512,65,26.2,34.6,14.3
0102201513,65.6,26.5,33.3,13.9
0102201514,66.7,25.7,32.7,14
0102201515,70.2,24.6,32.3,14.2
0102201516,74.6,22.5,30.8,14.6
0102201517,79.6,20,30.7,15.2
0102201518,83.2,17.5,31.5,16.7
0102201519,80.5,18.1,31.7,17.8
0102201520,75.2,18.9,30.8,18.3
0102201521,70,19.5,29.1,18
0102201522,66.2,20.3,27.7,17.5
0102201523,60,22,26,17
0103201500,45,30.4,27.1,19
0103201501,39.4,33.3,26.2,18.6
0103201502,33.6,34.6,24.7,18
0103201503,32.4,34.9,23.7,17.3
0103201504,35.6,32.1,23.6,16.9
0103201505,45.2,26.9,25.4,17.7
0103201506,61.1,21.1,29.1,19.1
0103201507,69.9,19,32,20.1
